Audio Input,Expected Command,Predicted Command,Match,Confidence
input_file/test_0_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9855
input_file/test_100_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8372
input_file/test_101_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.8236
input_file/test_102_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.4891
input_file/test_103_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.8993
input_file/test_104_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.817
input_file/test_105_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.6839
input_file/test_106_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9661
input_file/test_107_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.8461
input_file/test_108_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.8422
input_file/test_109_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9872
input_file/test_10_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9891
input_file/test_110_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.5071
input_file/test_111_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.6733
input_file/test_112_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7178
input_file/test_113_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.8007
input_file/test_114_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9787
input_file/test_115_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4973
input_file/test_116_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.8723
input_file/test_117_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.7864
input_file/test_118_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.507
input_file/test_119_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.7767
input_file/test_11_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.7564
input_file/test_120_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9908
input_file/test_121_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.536
input_file/test_122_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8196
input_file/test_123_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.7487
input_file/test_124_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9142
input_file/test_125_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9771
input_file/test_126_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9641
input_file/test_127_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.5789
input_file/test_128_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9898
input_file/test_129_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.5363
input_file/test_12_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6431
input_file/test_130_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9242
input_file/test_131_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9748
input_file/test_132_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9885
input_file/test_133_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9001
input_file/test_134_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8771
