Audio Input,Expected Command,Predicted Command,Match,Confidence
input_file/test_0_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9016
input_file/test_100_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9796
input_file/test_101_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9942
input_file/test_102_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9964
input_file/test_103_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.6184
input_file/test_104_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9962
input_file/test_105_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9975
input_file/test_106_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.7759
input_file/test_107_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.8897
input_file/test_108_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9489
input_file/test_109_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9758
input_file/test_10_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9766
input_file/test_110_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9135
input_file/test_111_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9943
input_file/test_112_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9866
input_file/test_113_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9953
input_file/test_114_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7414
input_file/test_115_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9976
input_file/test_116_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9227
input_file/test_117_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9631
input_file/test_118_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.7847
input_file/test_119_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9894
input_file/test_11_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9927
input_file/test_120_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9819
input_file/test_121_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9788
input_file/test_122_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.4537
input_file/test_123_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9924
input_file/test_124_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9741
input_file/test_125_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9815
input_file/test_126_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9852
input_file/test_127_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9947
input_file/test_128_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9227
input_file/test_129_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.8063
input_file/test_12_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.9766
input_file/test_130_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9819
input_file/test_131_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9859
input_file/test_132_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.9646
input_file/test_133_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9743
input_file/test_134_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6234
input_file/test_135_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9656
input_file/test_136_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.991
input_file/test_137_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.8208
input_file/test_138_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6465
input_file/test_139_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9868
input_file/test_13_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8603
input_file/test_140_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.6542
input_file/test_141_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.5665
input_file/test_142_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.5378
input_file/test_143_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9968
input_file/test_144_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6359
input_file/test_145_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9674
input_file/test_146_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9844
input_file/test_147_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9163
