Audio Input,Expected Command,Predicted Command,Match,Confidence
input_file/test_0_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9863
input_file/test_100_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9994
input_file/test_101_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9976
input_file/test_102_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9955
input_file/test_103_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9226
input_file/test_104_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9992
input_file/test_105_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.938
input_file/test_106_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.994
input_file/test_107_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9961
input_file/test_108_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9986
input_file/test_109_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9201
input_file/test_10_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9986
input_file/test_110_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9992
input_file/test_111_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9977
input_file/test_112_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.995
input_file/test_113_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9989
input_file/test_114_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.9332
input_file/test_115_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9947
input_file/test_116_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9779
input_file/test_117_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9796
input_file/test_118_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9539
input_file/test_119_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9238
input_file/test_11_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9982
input_file/test_120_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9994
input_file/test_121_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9956
input_file/test_122_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9799
input_file/test_123_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.998
input_file/test_124_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9995
input_file/test_125_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9991
input_file/test_126_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9989
input_file/test_127_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9992
input_file/test_128_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.4784
input_file/test_129_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.6028
input_file/test_12_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.9893
input_file/test_130_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.4989
input_file/test_131_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9994
input_file/test_132_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6914
input_file/test_133_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9969
input_file/test_134_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.8898
input_file/test_135_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9945
input_file/test_136_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9985
input_file/test_137_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.7157
input_file/test_138_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.791
input_file/test_139_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9981
input_file/test_13_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9996
input_file/test_140_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.5576
input_file/test_141_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9935
input_file/test_142_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.6604
input_file/test_143_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9989
input_file/test_144_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.8711
input_file/test_145_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9889
input_file/test_146_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.999
input_file/test_147_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9975
input_file/test_148_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9974
input_file/test_149_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9986
input_file/test_14_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9955
input_file/test_150_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.999
input_file/test_151_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9814
input_file/test_152_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9724
input_file/test_153_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9872
input_file/test_154_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9949
input_file/test_155_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.9856
input_file/test_156_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9992
input_file/test_157_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.6864
input_file/test_158_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9651
input_file/test_159_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9996
input_file/test_15_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9962
input_file/test_160_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.5684
input_file/test_161_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9914
input_file/test_162_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.981
input_file/test_163_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9139
input_file/test_164_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9989
input_file/test_165_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9979
input_file/test_166_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9737
input_file/test_167_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9978
input_file/test_168_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.998
input_file/test_169_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9856
input_file/test_16_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9784
input_file/test_170_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.8354
input_file/test_171_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9994
input_file/test_172_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9988
input_file/test_173_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9752
input_file/test_174_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9995
input_file/test_175_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9937
input_file/test_176_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.9973
input_file/test_177_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9996
input_file/test_178_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9758
input_file/test_179_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.921
input_file/test_17_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.5851
input_file/test_180_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.5
input_file/test_181_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.4735
input_file/test_182_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9982
input_file/test_183_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9995
