Audio Input,Expected Command,Predicted Command,Match,Confidence
input_file/test_0_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9902
input_file/test_100_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6131
input_file/test_101_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.8008
input_file/test_102_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.8037
input_file/test_103_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.8726
input_file/test_104_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.8587
input_file/test_105_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.4273
input_file/test_106_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.8585
input_file/test_107_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.386
input_file/test_108_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.4305
input_file/test_109_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.5083
input_file/test_10_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8404
input_file/test_110_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6531
input_file/test_111_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.8021
input_file/test_112_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7856
input_file/test_113_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.7688
input_file/test_114_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7014
input_file/test_115_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.4088
input_file/test_116_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4803
input_file/test_117_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.3874
input_file/test_118_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.498
input_file/test_119_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.7507
input_file/test_11_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.6238
input_file/test_120_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9867
input_file/test_121_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.6705
input_file/test_122_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9662
input_file/test_123_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.8113
input_file/test_124_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.8874
input_file/test_125_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9279
input_file/test_126_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9223
input_file/test_127_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.9485
input_file/test_128_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9686
input_file/test_129_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.5341
input_file/test_12_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.8009
input_file/test_130_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.6029
input_file/test_131_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9767
input_file/test_132_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9852
input_file/test_133_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4965
input_file/test_134_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.6661
input_file/test_135_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.563
input_file/test_136_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4477
input_file/test_137_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.5363
input_file/test_138_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.6038
input_file/test_139_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.5768
input_file/test_13_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9908
input_file/test_140_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.7013
input_file/test_141_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.6693
input_file/test_142_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.7361
input_file/test_143_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.9882
input_file/test_144_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.4262
input_file/test_145_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9536
input_file/test_146_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.7858
input_file/test_147_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7378
input_file/test_148_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.493
input_file/test_149_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.6535
input_file/test_14_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.7297
input_file/test_150_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.8016
input_file/test_151_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.7562
input_file/test_152_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.7186
input_file/test_153_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.8229
input_file/test_154_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4946
input_file/test_155_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.7952
input_file/test_156_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9849
input_file/test_157_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9699
input_file/test_158_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9188
input_file/test_159_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.991
input_file/test_15_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.7583
input_file/test_160_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9222
input_file/test_161_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9309
input_file/test_162_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.9951
input_file/test_163_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.606
input_file/test_164_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.4483
input_file/test_165_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.7648
input_file/test_166_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.8916
input_file/test_167_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.8592
input_file/test_168_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9869
input_file/test_169_New_Word_Document.wav,New_Word_Document,New_Word_Document,YES,0.9855
input_file/test_16_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.4434
input_file/test_170_New_Word_Document.wav,New_Word_Document,Open_Youtube_on_Brave,NO,0.9896
input_file/test_171_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Get_Me_Gmail,NO,0.8659
input_file/test_172_Get_Me_Gmail.wav,Get_Me_Gmail,Open_Youtube_on_Brave,NO,0.4606
input_file/test_173_New_Word_Document.wav,New_Word_Document,Get_Me_Gmail,NO,0.9832
input_file/test_174_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9504
input_file/test_175_Get_Me_Gmail.wav,Get_Me_Gmail,Get_Me_Gmail,YES,0.5335
input_file/test_176_Get_Me_Gmail.wav,Get_Me_Gmail,New_Word_Document,NO,0.6449
input_file/test_177_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.9941
input_file/test_178_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,New_Word_Document,NO,0.9887
input_file/test_179_Open_Youtube_On_Brave.wav,Open_Youtube_On_Brave,Open_Youtube_on_Brave,YES,0.3913
